ID,Current Position,Targeted Position,Total Working Experience,Candidate Level,Domisili,Education 1,Education 2,Education 3,Expected Benefit Botom,Expected Benefit Up,Notice Period,Tech Stack,Certification,Estimate Bottom,Estimate Up
SKU-ANNU264,Android Developer,,3,Mid-Level,"Setiabudi, South Jakarta","Universitas Dian Nuswantoro, Bachelor of Computer Science",,,0,0,1 Month Notice,"Android Kotlin, Android Java, Jetpack Compose, Kotlin Multi Platform","[""Mastering Mobile Programming Android SkillAcademy RuangGuru 2020""]",12000000.0,18000000.0
SKU-SEAN152,Senior Android Developer,Android Developer,13,Senior,"Cimahi, Indonesia","Telkom University, Master in Informatics, 2025 (Estimation)","Universitas Pendidikan Indonesia, Bachelor in Computer Science , 2012",,15000000,0,,"Kotlin, Java, MVVM, Clean Architecture, Android Studio, Git, Firebase, Retrofit, RxAndroid, Hilt, Room, Unit Testing, CI/CD, Code Review","[""Google Certified Associate Android Developer - Google - September 2017 – September 2020""]",35000000.0,55000000.0
SKU-BANU476,Backend Developer,,1,Mid-Level,"Jakarta Timur, Indonesia","Telkom University, Bachelor of Informatics, 2022",,,0,0,,"Python, Node JS, PostgreSQL, HTML, MySQL, Vue JS, Java, C#, Golang, php codeigniter",,8000000.0,12000000.0
SKU-BANU656,Backend Software Engineer,,3,Mid-Level,Sumbawa,"Solidity Smart Contract Development, Cyfrin Updraft, 2024","Backend Development, Glints x Binar Academy, 2021",,0,0,,"JavaScript, Python, Django Rest Framework, Golang (Go), TypeScript, Node.js, Express.js, NestJS, Solidity, RESTful, GraphQL, gRPC, Swagger, OpenAPI, Postman, Mockoon, Smart Contract, MySQL, PostgreSQL, MongoDB, Redis, Prisma, TypeORM, Sequelize, Mongoose, AWS, GCP, Docker, CI/CD (Jenkins, GitLab CI), Nomad, Swarm, Kubernetes, n8n, vercel, Git, GitHub, GitLab, Bitbucket, Git Flow, TDD, Unit Testing (Jest, Mocha), Load Testing (Grafana K6), Security (OAuth, JWT)",,12000000.0,18000000.0
SKU-FUNU1454,Full Stack Developer,,1,Junior,"Karanganyar, Jawa Tengah, Indonesia",SMK N 2 KARANGANYAR (2019 - 2022) Vocational High School | Software Engineering,,,0,0,,"PHP with Laravel and Codeigniter, Dart with Flutter, JavaScript with React JS, Next JS and React Native, SQL using PostgreSQL and MySQL, CSS using Tailwind, Bootstrap and Chakra UI",,6000000.0,9000000.0
SKU-GONU1383,Golang Maintenance,,1,Mid-Level,Tangerang,"PAMULANG UNIVERSITY, Computer Science Student, Technical Information (Employee Class Program), August 2021 - Present","ALTERRA ACADEMY, Immersive Program, Backend Engineering, October 2022 - January 2023",,0,0,,"Golang, PHP, Java, JavaScript, SQL, Echo, Gorm.io, CodeIgniter, Java Native, ReactJS, TailwindCSS, PostgreSQL, MongoDB, Docker, AWS, GCP, Draw.io, Swaggerhub, Postman, Github, GitLab","[""SQL Basic (Issued by HackerRank 2023)"",""SQL Intermediate (Issued by HackerRank 2023)"",""SQL Advanced (Issued by HackerRank 2023)"",""Go Basic (Issued by HackerRank 2024)"",""JavaScript Basic (Issued by HackerRank 2024)"",""Problem Solving Basic (Issued by HackerRank 2024)"",""React Basic (Issued by HackerRank 2024)"",""Rest API Intermediate (Issued by HackerRank 2024)"",""Junior Network Administrator (Issued by BNSP 2021)"",""Network Administrator (Issued by BNSP 2024)"",""Practical Office Advanced (Issued by BNSP 2022)""]",8000000.0,12000000.0
SKU-SONU561,Software Engineer,,3,Mid-Level,"Indramayu, Jawa Barat","UNIVERSITAS TRILOGI Jakarta, Indonesia, Informathics Engineering, February 2020",,,0,0,,"Javascript, Typescript, React, Vue, Angular, Git, HTML & CSS, Nest Js, Next Js, Nuxt Js, Express JS, MongoDB, PostgreSQL",,8000000.0,12000000.0
SKU-FUNU945,Fullstack WordPress Developer,,1,Junior,"Padang, Indonesia","Andalas University || Padang, Indonesia (August 2020 – August 2024) Bachelor of Industrial Engineering, Engineering Faculty",,,0,0,,"WordPress, PHP, Laravel, SQL, HTML, CSS, Javascript, Python, SolidWorks, Sketchup, Power BI, AutoCAD, Figma, MySQL, Visual Studio Code","[""#Hack4ID"",""Digital Marketing Mini Course"",""Discover Data Analysis"",""Describe Cloud Service Types"",""Get Started With Power Automate"",""Create Power BI Model Relationship"",""Model Data In Power BI"",""Use Visual In Power BI""]",4000000.0,6000000.0
SKU-ITNU492,IT CONSULTANT,,14,Mid-Level,Bandung,Sanata Dharma University / Special Region of Yogyakarta / 2006,,,0,0,,"Visual Basic For Applications, Visual Basic, PHP, CSS, Oracle",,8000000.0,12000000.0
SKU-QUNU1330,Quality Assurance,,2,Junior,"Kabupaten Toba, Sumatera Utara","Bachelor of Informatics (GPA. 3.16), Del Institut of Technology, 2018-2022",,,0,0,,"Blackbox testing, Whitebox testing, Database, Katalon, Cypress, Postman",,6000000.0,9000000.0
SKU-BANU1188,BACKEND DEVELOPER,,5,Mid-Level,Tasikmalaya,"S-1, Widyatama University, Bandung, Informatics Engineering, Completed in 2020","D-3, Gadjah Mada University, Yogyakarta, Electrical Engineering, Completed in 2016",,0,0,,"Golang, Java, Kotlin, PostgreSQL, MySQL, RESTful APIs, Docker, Kubernetes, Postman, Git, Jenkins, Amazon Web Services (AWS)",,12000000.0,18000000.0
SKU-FRFU148,Front End Developer,Fullstack Developer,5,Mid-Level,"Depok, Indonesia","Pamulang University (2020 - 2024) Bachelor’s degree of Management, Specializing in Marketing – GPA 3.69",Taruna Bhakti Vocational School (2017 - 2019) Graduated majoring in Software Engineering – GPA 85,,8500000,10000000,2-3 weeks,"HTML/CSS, JavaScript, Typescript, PHP Codeigniter 3, ReactJS/NextJS, Svelte/Sveltekit, Figma, Git, Boostrap, Tailwind CSS, Docker, Jenskins",[],8000000.0,12000000.0
SKU-TENU406,Technical Writer / Document Engineer,,2,Mid-Level,,"Syarif Hidayatullah State Islamic University, S1 – Information System, null",,,0,0,,"Microsoft Office, Postman, Jira, Confluence, Trello, XAMPP, phpMyAdmin, Balsamiq, Draw.io / Diagram.net, Ms. Visio, StarUML, Software Installation/Configuration, SDLC, UML, ERD, DFD, User Manual, Technical Writing, Strong analytical skills, Attention to detail, Research-focused, A logical approach to problem solving, Interpersonal skills, Fast learner and initiative, Take deadlines and specifications seriously",,8000000.0,12000000.0
SKU-SONU971,Software Engineer Android,,5,Mid-Level,Jakarta Barat,"Politeknik Negeri Jakarta, D4 - Informatic Engineering, 2021",,,0,0,,"Android, Kotlin, Java, SQL, Spring Boot, PHP",[],12000000.0,18000000.0
SKU-INNU1378,Informatics Student,,0,Junior,"Purbalingga, Jawa Tengah, Indonesia","Alterra Academy, Teknik Software Komputer, Agustus 2023 - Januari 2024","STMIK Widya Utama, Informatics Engineering, 2021",,0,0,,"Golang, Algorithms, Database Management System (DBMS), HTML, CSS, JavaScript","[""Cloud Practitioner Essentials (Belajar Dasar AWS Cloud)"",""GIT untuk Pemula"",""Go-Lang untuk Pemula"",""Sertifikat Kelas Belajar JavaScript Dasar"",""Dasar-dasar HTML dan CSS""]",3000000.0,5000000.0
SKU-QUNU675,Quality Assurance Engineer,,2,Junior,"Jakarta, Indonesia","UNIVERSITAS SAINS DAN TEKNOLOGI KOMPUTER, SEMARANG 2024, Information System","POLITEKNIK PIKSI GANESHA, BANDUNG 2019 - 2024, Information System, GPA : 3.11 (Discontinue)","SMAK KALAM KUDUS, BANDUNG 2016 - 2019, Social Major",0,0,,"Python, Test Scenario, Golang, Bug Reporting, Appium, TestRail, Selenium IDE, Webdriver, Confluence, Notion, Postman, Project Management Tools (Trello, Jira, Click Up), Cypress",[],6000000.0,9000000.0
SKU-SYNU467,System Analyst,,3,Mid-Level,"Banjarbaru, Kalimantan Selatan","STMIK Indonesia Banjarmasin - Banjarmasin, Kalimantan Selatan Aug 2016 - Dec 2020",,,0,0,,"SAP, Odoo, ERP","[""Certified Training Practitioner (CTP)"",""Odoo 16 Functional Certification"",""SAP Analytics Cloud Training""]",8000000.0,12000000.0
SKU-FRBA188,Freelance,Backend Developer,6,Mid-Level,Bandung,"Diponegoro University, Bachelor in Computer Engineering, 2017",,,7000000,0,2 Week,"GO, PHP, Java, NodeJS, kubernetes, docker, laravel",[],8000000.0,14000000.0
SKU-FLNU1164,Flutter Mobile Developer,,2,Mid-Level,"Garut, Jawa Barat","UNIVERSITAS JENDERAL SOEDIRMAN (UNSOED) Banyumas, Indonesia",,,0,0,,"HTML, CSS, JavaScript, Kotlin, Dart, Flutter, Git, Firebase, Linux, Figma, Getx sttate .M, Provider state .M",[],8000000.0,12000000.0
SKU-NUNU1241,,,1,Junior,BANDUNG,UNIVERSITAS ADVENT INDONESIA (2020 - 2024) - Bachelor of Information of Technology - GPA 3.81/4.00,,,0,0,,"Html, Javascript, PHP, CSS, Bootstrap Mysql, Laravel, ReactJS",,4000000.0,7000000.0
SKU-FRNU624,Freelance Editor,,2,Junior,Jakarta,"Bachelor of Science in Computer Science, Private University famous on Computer Science Program, Sep 2022 - Present","Notre Dame High School , June 2019 - June 2022",,0,0,,"C++,C,Python,Java,HTML/CSS,ASP.NET,Laravel/PHP,React.js,JavaScript","[""C Programming Bootcamp"",""Web Programming Bootcamp""]",5000000.0,8000000.0
SKU-BABA145,BACKEND DEVELOPER,Backend Developer,3,Mid-Level,"Bandung, Indonesia",Bandung State Polytechnic (2020 – 2023) Diploma of Informatic Engineering – GPA 3.43,,,11100000,11100000,1 Month,"Java (Spring Boot), Golang, Laravel, Node.js, Express.js, .NET, MySQL, PostgreSQL, MongoDB, Redis, Docker, Jenkins, Git, CI/CD Pipelines, Kafka, ActiveMQ, MQTT, gRPC, Socket.IO, JUnit, Playwright, Microservices, Monolithic, RESTful API Design, Clean Architecture",[],8000000.0,12000000.0
SKU-FRNU768,Freelancer Fullstack Developer,,2,Mid-Level,Kota Malang,"POLITEKNIK NEGERI MALANG Jul 2020 – Jul 2024, Program Studi D-IV Sistem Informasi Bisnis Kota Malang, Jurusan Teknologi Informasi","SMK N 1 JENENGAN PONOROGO Jan 2017 – Jan 2020, Jurusan Software Enginering Kabupaten Ponorogo",,0,0,,"Laravel, CodeIgniter, Rest-Api, Git, Github, Visual Sudio, Microsoft SQL Server, phpmyadmin, Html, css, java Script, nodeJs, Cloud Computing","[""software engineer and web developer dari BNSP (KOMINFO)""]",6000000.0,9000000.0
SKU-BANU998,Back-end Developer,,1,Junior,"Kabupaten Magelang, Jawa Tengah","STMIK BINA PATRIA MAGELANG, S1 - Teknik Informatika, Okt 2021",,,0,0,,"Express.js, JavaScript, Pemrograman Spring Boot, TypeScript, Swagger Open API",,6000000.0,9000000.0
SKU-FRNU199,Front End Developer,,4,Mid-Level,"Bantul, Yogyakarta","University of Amikom Yogyakarta
Final Assigment
Design of Sales Information System of Web-Based Pottery in
Ceramic Color",Diploma informatics management,,0,0,,"React, React Native, ExpressJS, Pug, EJS, JavaScript, NextJs, NodeJs, VueJs, AngularJS, MongoDB, MySQL, Bulma, Tailwind CSS, Bootstrap, Materialize, GIT, Php, Laravel, Socket.io, PWA, Redis, Docker, Mercutial HG",,8000000.0,12000000.0
SKU-FRNU900,Front-end Developer,,2,Mid-Level,Medan City,"STIKOM MEDAN, Bachelor Degree (S1) information Systems, 2017 - 2021",,,0,0,,"JavaScript, TypeScript, ReactJS, React Native, NodeJS, NextJS, HTML5, CSS3, TailwindCSS, Bootstrap, Material UI, Redux, Redux Persist, Zustand, Jest, React Testing, Cypress, Axios, Fetch, React Query",,8000000.0,12000000.0
SKU-IONU281,iOS Developer,,3,Mid-Level,Kota Palu,"2015 – 2019 S1 Matematika, FMIPA
Universitas Tadulako, Kota Palu","2020 Bootcamp Android Developer
Arkademy Tech Academy",,0,0,,"iOS Development, Android Development, Kotlin, Swift, Git, Android Studio, Xcode","[""March 2022 Menjadi Android Developer Expert - Dicoding Indonesia"",""December 2021 Menjadi iOS Developer Expert - Dicoding Indonesia"",""August 2021 Belajar Fundamental Aplikasi iOS - Dicoding Indonesia"",""May 2021 Belajar Membuat Aplikasi iOS untuk Pemula - Dicoding Indonesia"",""May 2021 Memulai Pemrograman Dengan Swift - Dicoding Indonesia"",""February 2021 Belajar Android Jetpack Pro - Dicoding Indonesia"",""November 2020 Belajar Fundamental Aplikasi Android - Dicoding Indonesia"",""July 2020 Belajar Membuat Aplikasi Android untuk Pemula - Dicoding Indonesia"",""June 2020 Memulai Pemrograman Dengan Kotlin - Dicoding Indonesia""]",12000000.0,18000000.0
SKU-COCO296,Content Creator,Content Creator,1,Junior,Babakan Ciparay,Lulusan SMKN 1 Bandung (2025),Sep 2019 - Sep 2023 SMK Negeri 1 Bandung Digital Marketing,,0,0,,"Canva, CapCut, Google Sheets, Content Planning, Graphic Design, Marketing Strategy, Research, Public Speaking, Communication, Problem Solving, Reporting",[],3000000.0,5000000.0
SKU-BANU1338,Backend Developer,,4,Mid-Level,"Jawa Barat, Indonesia","SMK YPC TASIKMALAYA, Teknik Software Komputer, 2020",,,0,0,,"Flutter, Vue.js",,8000000.0,12000000.0
SKU-PRNU404,Project Team Lead,,3,Mid-Level,"Cimahi, Jawa Barat - Indonesia","Politeknik TEDC Bandung, Bachelor of Applied Science in Information Technology (D4 Informatika), 2016 - 2020","SMK N 2 Cimahi, Software Engineering, 2013 - 2016",,0,0,,"Laravel, PostgreeSQL / MySQL, Leadership, Management Skills, Typescript, Flutter",[],8000000.0,12000000.0
SKU-GUNU123,Guru Produktif: Teknik Elektronika,,3,Mid-Level,Bandung,"S1 - Teknik Elektro, UNIVERSITAS PENDIDIKAN INDONESIA (2019 - 2023)",,,0,0,,"Elektronika Analog, Elektronika Digital, AutoCAD, Proteus, Python, Visual Studio Code, JIRA, Postman, Java, SQL","[""Lulus Sertifikasi Kompetensi sebagai Teknisi Junior Automasi Industri – LSP BNSP TEDC Cimahi (2022)"",""Lulus Sertifikasi Kompetensi sebagai Manual Quality Assurance – Growia Education (2025)""]",6000000.0,9000000.0
SKU-SONU1224,Software Engineer,,2,Mid-Level,"Pekanbaru City, Riau, Indonesia",State Islamic University of Sultan Syarif Kasim Riau 2017 - 2021,,,0,0,,"PHP, JS, Golang, React, Node JS, MySQL, PostgreSQL, Laravel, Javascript, JQuery, Ajax, Vue JS, Flutter, Svelte",,8000000.0,12000000.0
SKU-ITFU204,IT Head Full Stack Developer,Fullstack Developer,4,Mid-Level,Jakarta Barat,"Tarumanagara University, S1 Informatics Engineering, 2019",,,0,0,,"Node JS Express, REST API, Upload Data, PM2, HTTPS, SSL Certificate, VSCode, Serve Static file, Handlebars, JS & CSS, Typescript, class style property, KendoUI, Handsontable package, Flutter, Bloc (cubit) framework with freezed, GETX framework, Firebase (push notif, Google SIgnin, AppleSignin), Smartlook SDK Analyze User Interaction, Sentry SDK Analyze Error, Quickblox SDK ChatApp, Unit Testing, MYSQL & MSSQL, Join, left join, cross apply, creating system procedure & function (scalar/table ), React JS-Next JS, React hook, React class, build usable component, REST API, Upload File, VB.NET, Component and Component Events, DB Connection, C#, Component and Component Events, Calling other app from C#, DB Connection, Creating SETUP, Python, Flask Framework, Machine Learning, SVM, Ridge Regression, Kmeans, PHP, Laravel Framework, Model, Migration, Repository, Golang, Golang structure, Creating REST API Endpoint, Module, Java Playframework, Linux Environment, Hosting Linux Server, sudo apt-install, rabbit SVN, crontab, Object Oriented Programming",[],12000000.0,18000000.0
SKU-NENU852,NET DEVELOPER,,10,Mid-Level,"Depok, Wilayah Khusus Jabodetabek",D3 Manajemen Informatika,,,0,0,,"wordpress developer, web developer, desktop developer, android developer, mobile developer, backend restfull api, android studio, figma, xd, gitlab, githab, postman, swagger, firebase, mongodb, twilio, socket io, mysql, postgreesql, mongodb, firebase",,8000000.0,14000000.0
SKU-NUFU248,,Fullstack Developer,2,Junior,"Makassar, Indonesia",Hasanuddin University (Aug 2020 - Feb 2025) - Bachelor of Engineering in Informatics Engineering - GPA: 3.76 out of 4.00,,,0,0,,"JavaScript, TypeScript, PHP, Go, ExpressJs, Laravel, Gin, ReactJs, MySQL, PostgreSQL, Git (GitHub and GitLab), Docker",[],6000000.0,9000000.0
SKU-FUNU1395,FULSTACK DEVELOPER,,4,Mid-Level,"Tebet, Jakarta Selatan","Strata 1 , Teknik Informatika Universitas Pamulang 2014 - 2019",SEKOLAH TINGGI ILMU PELAYARAN (STIP) JAKARTA 10 Oktober 2021 Sampai 30 Desember 2021,,0,0,,"MySql, MongoDB, nginx, HTML, CSS, Ajax, jquery, Javascript, PHP, Laravel, Codeigniter 3, Codeigniter 4, NodeJS, ReactJS, NextJs",[],8000000.0,13000000.0
SKU-MONU1410,Mobile Developer,,2,Mid-Level,Jakarta,Pradita University 2017 - 2021 Information Technology,SMK Negeri 2 Gambir 2014 - 2017 Software Engineering,,0,0,,"Android Native (Java), Android Native (Kotlin), PHP & Java, Flutter (Dart), JavaScript, Git (Github & Gitlab), Trello, Postman, Spring Boot, CodeIgniter, html, css, JQuery, AJAX",,8000000.0,12000000.0
SKU-BANU1170,Backend Developer,,2,Mid-Level,"Makassar, South Sulawesi","Universitas Hasanuddin, Information System, Aug 2024",,,0,0,,"Java, Kotlin, Springboot, Mysql, Postgresql, Mongo, Kafka, Redis, Docker, Kubernetes, microservices, AWS, GCP, Jenkins, Gitlab CI, Github action","[""Associate Cloud Engineer (Credential ID: 57427844) by Google Aug 2022"",""Architecting with Google Compute Engine Specialization (Credential ID: XJNGGURZYY7D) by Coursera Apr 2022""]",8000000.0,12000000.0
SKU-TENU388,Technical Support & Data Operations Specialist,,4,Mid-Level,"Jakarta, Indonesia",Universitas Telkom - Bachelor's degree Information System 2013 - 2017,,,0,0,,"Agile Methodologies, Data Analysis, Data Visualization, Google Cloud Platform, Katalon Studio, Looker Studio by Google, Microsoft Office, MySQL, NoSQL, Project Management, Project Management Tools, Postman API Platform, Power BI","[""Software Testing Foundations: Transitioning from Manual to Automation"",""Google Advanced Data Analytics Professional Certificate"",""Indonesia Scrum Master 1"",""Indonesia Scrum Master 2"",""Analitik Data Google Specialization by Coursera"",""Software Quality Assurance Professional Academy Digital Talent Scholarship 2023""]",8000000.0,12000000.0
SKU-BANU1296,Backend Developer,,10,Mid-Level,"Kota Cimahi, Indonesia",Institut Teknologi Telkom,"S1 Teknik Informatika
2005-2012",,0,0,,"Python, FastAPI, SQL, Linux",[],8000000.0,14000000.0
SKU-JUNU871,"Junior Unity Programmer, at Shinta VR",,1,Junior,"Riau, Indonesia","Binus University, Computer Science - Game Appliaction and Technology, 2018 - 2023",,,0,0,,"C++, C, Python, C#, Unity, SocketIO, Object Oriented Programming, Cysharp Task, Threading",,6000000.0,9000000.0
SKU-GUFU221,Guru Produktif RPL,Fullstack Developer,5,Mid-Level,"Kota Bandung, Jawa Barat, Indonesia","Politeknik Piksi Ganesha Bandung, Manajemen Informatika, 2012 - 2016","SMK Prakarya Internasional, Teknik Komputer Dan Jaringan, 2006 - 2009","Smp Swadaya 1 Bandung, null, 2003 - 2006",0,0,,"Database Management System, Web Development, PHP Laravel Framework, PHP CodeIgniter, .NET Core, GitLab, GitHub, JavaScript / ES6 / jQuery, Vue.js, GoLang - Beginner, .NET MVC, Asp .NET, SQL Server, Problem Solving Skills, PostgreSQL/MySQL/MSSQL, Asp.net core, Python - Beginner, Typescript/Javascript, Nest.js, Ext.js, Docker, MySQL",[],8000000.0,12000000.0
SKU-MINU657,Mid. Software Developer,,4,Mid-Level,,Binus University Online Learning (August 2024 – Expected August 2028) - Computer Science Major,SMK Negeri 1 Kota Bekasi (July 2017 - June 2020) - Software Engineering graduate,,0,0,,"VueJS, React, Next.js, NodeJS, PostgreSQL, MySQL, Java, SpringBoot, React Native, Swift, Typescript, Javascript, HTML, CSS, MUI, Tailwind, Zod, Axios, React Hook Form, Ant Design, Jquery, SQL, CodeIgniter, Ajax, Highcharts, Bootstrap, Recharts, Knex, AngularJS, KoaJS",,8000000.0,14000000.0
SKU-NUAD002,,Admin,1,Junior,Garut,"State Islamic University of Sunan Gunung Djati Bandung, Bachelor of Sharia Economic Law (Muamalah), (August 2019 - Juny 2023)",,,0,0,,"Microsoft Office (Microsoft Word, Excel dan Power Point), Canva, Capcut video editing",[],4000000.0,6000000.0
SKU-ITQA113,IT Quality Assurance Manual,QA,5,Mid-Level,Semarang,SATYA WACANA CHRISTIAN UNIVERSITY (2014-2018) - Bachelor of Engineering of Information Technology - GPA 3.17,,,0,0,,"Software Quality Assurance (Manual), Ms Office, Jira, SQL Testing, API Testing, Training Automation (Katalon), Web and Mobile Testing, Create Test Case, Create Documentation, PrimeCash 5 (Financial Banking product application), Cash Management and Mobile Banking",[],8000000.0,12000000.0
SKU-FRNU714,Freelancer,,4,Mid-Level,"Malang, Jawa Timur","Universitas Terbuka, Information System, 2028","SMKN 4 Malang, Software Engineering, 2019","Pijar Camp, Fullstack Developer, 2019",0,0,,"Flutter, React Native, Firebase, Javascript, Dart, React Js",,8000000.0,12000000.0
SKU-MANU1402,Maintainer Middle Back-end Developer,,1,Mid-Level,"Surabaya, East Java","INSTITUT TEKNOLOGI SEPULUH NOPEMBER Surabaya, East Java, Indonesia, Teknologi Informasi Department. GPA: 3.81 the Graduation Year March 2023","SMA N 11 Bekasi Bekasi, West Java, Indonesia, Field: Mathematics and Natural Science the Graduation Year 2017",,0,0,,"Golang, php, CodeIgniter, Javascript, Html, CSS, Bootstrap5, MySQL, PostgreSQL, MongoDB, ReactJs, Kotlin, Python, C, C++, SwiftUI, Android Studio, Visual Studio Codes, XCodes, Adobe Photoshop, Final Cut Pro, Docker, XAMPP Web Server, Django, AWS EC2, Cpanel, Windows, Linux (Debian) and CentOS, MacOS, Microsoft Excel, Word, and Powerpoint","[""Pengenalan Undang-Undang Pelindungan Data Pribadi (UU PDP) - Pijar Mahir - May 21, 2024"",""Design of Data Transfer Efficiency on Smart Street Light Based on Long Range Wide Area Network Protocol - The Institute of Electrical and Electronics Engineers - August 23, 2023"",""TOEFL ITP ETS TOEFL ITP - Student Number 20221216018 - December 16, 2022"",""Belajar Dasar-Dasar DevOps - Dicoding - Number of Certificate 2VX310WM4ZYQ - July 19, 2022 - July 17, 2025"",""Belajar Membuat Aplikasi Android Untuk Pemula - Dicoding - Number of Certificate N9ZOEE9Q6XG5 - July 17, 2021 - July 17, 2024"",""Scientific Computing with Python - freeCodeCamp - January 30, 2021"",""APIs and Microservices - freeCodeCamp - September 18, 2020"",""Data Visualization - freeCodeCamp - August 2, 2020"",""Front End Development Libraries - freeCodeCamp - July 18, 2020"",""Javascript Algorithms and Data Structures - freeCodeCamp - June 9, 2020"",""Responsive Web Design - freeCodeCamp - May 28, 2020"",""What is Data Science? - Udemy - Number of Certificate UC-97aeaNS425-5c9a-4c52-8406-1ccfa3269cfe - February 1, 2020"",""Design Thinking - Udemy - Number of Certificate UC-41U93C18 - January 14, 2020"",""HTML Introduction - Udemy - Number of Certificate UC-WE9YL6HF - January 4, 2020"",""Introduction to the Internet of Things and Cloud - Udemy - Number of Certificate UC-SVL40Q1H - January 2, 2020"",""Python Programming Training - zeolearn - January 22, 2020"",""Image Processing on Raspberry Pi - Udemy - Number of Certificate UC-7PFTZMYF - December 20, 2019""]",8000000.0,12000000.0
SKU-SRNU968,Sr Android Developer,,6,Senior,"Depok, Jawa Barat",REKAYASA PERANGKAT LUNAK | July 2014 - May 2017 | SMK TARUNA BHAKTI,,,0,0,,"Java, Kotlin, Spring Boot, Flutter, PHP, CODEIGNITER PHP FRAMEWORK, ExpressJS, Qt C++, React Native",[],18000000.0,28000000.0
SKU-BANU1291,Backend Developer & QA,,2,Mid-Level,Bandung,"May 2024 - PresentMaster of Information System
STMIK LIKMI BANDUNG
Relevant in Project Management.Database Architecture","Aug 2017 - Des 2021Bachelor of Informatics Engineering
Universitas Islam Negeri Sunan Gunung Djati Bandung
Major in Informatics Engineering.Thesis on ""Implementasi Algoritma Agglomerative Nesting pada Aplikasi Chatbot E-Ustadz”.",,0,0,,".Net, Net Core, Java, JS, Vue JS, HTML, PHP, Laravel, Code Igniter, CSS, Bootstrap, Tailwind, C#, C++, Python","[""Java Script Fundamentals by Dicoding"",""Machine Learning"",""AWS Cloud dan Python""]",8000000.0,12000000.0
SKU-QANU1327,QA Engineer,,1,Junior,Area DKI Jakarta,"Institut Teknologi PLN, Informatika, 2019 - 2023","Kampus Merdeka, Student Exchange, Telkom Institute of Technology Purwokerto, September 2021 - Maret 2022","Bangkit Academy led by Google, Tokopedia, Gojek, & Traveloka, Bangkit Graduate 2022 - Mobile Development Learning Path, Februari 2022 - Juli 2022",0,0,,"Robot Framework, JavaScript, Katalon Studio, Postman","[""Memulai Dasar Pemrograman untuk Menjadi Pengembang Software"",""Belajar Dasar UX Design"",""Belajar Dasar Pemrograman JavaScript"",""Belajar Membuat Aplikasi Android untuk Pemula"",""Belajar Pengembangan Aplikasi Android Intermediete""]",7000000.0,10000000.0
SKU-NUCO445,,Content Creator,2,Junior,"Kota Bandung, Jawa Barat",SMKN 1 Bandung (2022-2025) Jurusan Bisnis Digital,,,0,0,,"Ms. Office, Adobe Photoshop, Canva, Capcut, Instagram, Tiktok",[],3000000.0,4500000.0
SKU-SONU1153,Software Developer,,0,Junior,"Jakarta, Indonesia","Hacktiv8 Jakarta, Indonesia
Full Stack JavaScript Immersive Program (Transcript) Feb 2023 – Jun 2023","Politeknik Negeri Indramayu Indramayu, Indonesia
Associate's degree Mechanical Engineering (GPA 3.54/4.00) 2019 – 2022",,0,0,,"JavaScript, TypeScript, React JS, Redux, Vue, Pinia, React Native, HTML & CSS, Apollo Client, Tailwind, Boostrap, Node JS, Express, Sequelize, PostgreSQL, GraphQL, Apollo Server, MongoDB, Redis, Rest API","[""TOEFL ITP\nTest of English as a Foreign Language Issued on January 2022"",""JAVASCRIPT (link)\nIt covers topics like, Functions, Currying, Hoisting, Scope, Issued on Jully 2023\nInheritance, Events and Error Handling."",""PROBLEM SOLVING (link)\nIt covers basic topics of Data Structures and Algorithms. Issued on Jully 2023"",""SQL (BASIC) (link)\nIt includes simple queries, relationships, and aggregators. Issued on Jully 2023"",""Node.js (link)\nIt covers topics like Package and Modules Management, Callbacks Issued on Jully 2023\nEvent Loop, Event Emitter, Buffers, Streams and File Systems"",""CSS (link)\nIt covers topics like exploring Cascading and Inheritance, Issued on Jully 2023\nexploring text styling fundamentals, understanding the use of\nlayouts in CSS, understand the boxing of elements in CSS.\namong others""]",6000000.0,9000000.0
SKU-SONU1273,Software Engineer,,1,Junior,"Kediri, Jawa Timur","Universitas Brawijaya | Malang, JATIM - Informatics Engineering | 02/2022","SMKN 1 Kediri | Kediri, Jawa Timur - Computer and Network Engineering | 04/2017",,0,0,,"Javascript, REST, SQL, Python, Software development, PHP, Laravel, Golang, MySQL, PostgresSQL",,6000000.0,9000000.0
SKU-SONU679,Software Quality Assurance Engineer,,2,Mid-Level,"Jakarta, Indonesia","Universitas Budi Luhur Jakarta, Indonesia Bachelors of Informatics Engineering Graduation Date: Agustus 2020",,,0,0,,"Microsoft Office (Word, PowerPoint, Excel), Java, Selenium, Katalon, Cucumber, Playwright, Jira, Postman, JMeter, Trello, Jenkins, Xray, Sourcetree, Github",,8000000.0,12000000.0
SKU-WENU1346,Web Developer,,2,Junior,"Bandung, West Java, Indonesia",Masoem University · (September 2023),"SMKN 13 Bandung
Rekayasa Perangkat Lunak · (July 2020 - June 2023)",,0,0,,"API Layanan Web, WordPress, React UI Component, HTML, CSS, JavaScript, React.js, Laravel","[""Belajar Membuat Aplikasi Web\ndengan React"",""Fundamental Front-End Web\nDevelopment""]",4000000.0,6000000.0
SKU-NUNU1274,,,1,Junior,Bandung,"Bachelor Of Computer Science (s.kom), STMIK LIKMI, Bandung, 2019 - 2024",,,0,0,,"Node.Js, Javascript, Html + CSS, Git, Laravel, PostgreSQL, Python",[],6000000.0,9000000.0
